,CO_UF_RESIDENCIA,NU_IDADE,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,TP_DEPENDENCIA_ADM_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DISLEXIA,IN_DISCALCULIA,IN_SABATISTA,IN_GESTANTE,IN_IDOSO,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO
2142,23,21,2,2,1,4,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2143,15,28,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,481.7,533.0,527.3,0,1.0,120.0,120.0,120.0,120.0,100.0,580.0
2144,23,44,5,1,2,0,2,3.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,392.0,426.6,524.4,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2145,15,35,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,409.9,384.9,442.2,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2146,23,21,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,473.8,534.4,549.7,1,1.0,120.0,120.0,120.0,120.0,40.0,520.0
2147,21,20,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,449.3,475.2,497.0,1,1.0,120.0,100.0,100.0,120.0,40.0,480.0
2148,23,17,5,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,503.3,524.5,547.8,0,1.0,120.0,100.0,100.0,120.0,80.0,520.0
2149,35,17,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,615.0,653.4,643.9,0,1.0,120.0,80.0,80.0,120.0,120.0,520.0
2150,53,19,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,625.2,557.1,574.4,1,1.0,120.0,120.0,120.0,120.0,160.0,640.0
2151,41,19,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,492.1,540.8,546.9,1,1.0,120.0,120.0,100.0,120.0,60.0,520.0
2152,24,19,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2153,32,22,3,1,1,6,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2154,26,18,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,404.3,462.0,494.1,1,1.0,120.0,100.0,120.0,80.0,80.0,500.0
2155,53,21,3,1,4,0,1,,0,,0,0,0,0,0,0,0,0,1,1,0,394.2,530.4,,1,,,,,,,
2156,23,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,378.9,417.9,455.5,1,1.0,100.0,120.0,100.0,120.0,120.0,560.0
2157,35,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,530.5,607.5,630.6,0,1.0,160.0,180.0,160.0,160.0,160.0,820.0
2158,33,18,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,391.7,484.9,396.6,1,1.0,100.0,100.0,80.0,120.0,40.0,440.0
2159,13,25,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2160,43,22,1,1,4,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
2161,23,22,3,1,1,4,1,,0,,0,0,0,0,0,0,0,0,1,1,1,612.8,649.9,642.4,0,1.0,120.0,120.0,100.0,120.0,60.0,520.0
2162,31,19,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,580.8,650.1,645.2,0,1.0,160.0,160.0,160.0,140.0,100.0,720.0
2163,33,19,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,492.0,509.2,481.8,1,1.0,120.0,120.0,120.0,120.0,60.0,540.0
2164,26,31,1,2,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,408.3,380.8,555.3,0,1.0,120.0,80.0,80.0,100.0,60.0,440.0
2165,31,25,2,1,1,5,1,,0,,0,0,0,0,0,0,0,0,1,1,1,471.3,492.5,517.2,0,1.0,100.0,120.0,100.0,120.0,40.0,480.0
2166,31,22,1,1,1,5,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
2167,31,22,2,1,4,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,450.6,623.7,565.0,1,1.0,100.0,120.0,120.0,100.0,120.0,560.0
2168,35,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,491.4,595.6,583.6,1,1.0,120.0,120.0,100.0,100.0,40.0,480.0
2169,41,18,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
2170,33,23,3,1,1,6,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2171,31,20,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,454.4,622.6,572.4,1,1.0,120.0,120.0,120.0,120.0,120.0,600.0
2172,33,21,2,1,1,3,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2173,35,18,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,565.8,653.8,631.0,0,1.0,160.0,200.0,200.0,160.0,120.0,840.0
2174,43,18,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,537.3,562.3,547.4,0,1.0,120.0,120.0,100.0,120.0,40.0,500.0
2175,23,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
2176,21,19,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,410.4,443.5,473.6,1,1.0,120.0,100.0,80.0,80.0,40.0,420.0
2177,16,35,3,1,1,4,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2178,23,39,1,1,4,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2179,17,16,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,507.6,584.3,532.2,0,1.0,140.0,120.0,120.0,120.0,100.0,600.0
2180,53,17,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,487.1,562.1,517.5,0,1.0,140.0,120.0,140.0,120.0,120.0,640.0
2181,41,17,4,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,575.7,621.0,539.4,0,1.0,120.0,140.0,160.0,140.0,80.0,640.0
2182,31,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,515.4,519.3,569.0,1,1.0,120.0,140.0,140.0,120.0,40.0,560.0
2183,11,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,405.6,474.8,454.6,1,1.0,80.0,100.0,80.0,120.0,40.0,420.0
2184,29,27,2,1,1,7,1,,0,,0,0,0,0,0,0,0,0,1,1,1,481.0,599.3,618.6,1,1.0,120.0,140.0,120.0,120.0,80.0,580.0
2185,29,19,0,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,450.4,388.0,391.1,1,1.0,40.0,60.0,100.0,80.0,80.0,360.0
2186,32,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,461.4,524.2,486.9,1,1.0,120.0,100.0,100.0,100.0,60.0,480.0
2187,35,31,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2188,28,33,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,448.3,517.8,379.1,1,1.0,120.0,80.0,100.0,100.0,80.0,480.0
2189,53,17,2,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,630.4,619.3,619.0,1,1.0,140.0,120.0,120.0,140.0,100.0,620.0
2190,25,19,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,581.2,544.2,529.3,0,1.0,120.0,120.0,120.0,120.0,120.0,600.0
2191,29,19,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,596.8,645.2,657.4,0,1.0,140.0,120.0,140.0,120.0,80.0,600.0
2192,53,20,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,435.3,537.6,468.7,1,1.0,120.0,120.0,120.0,120.0,100.0,580.0
2193,23,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,527.6,537.9,428.2,1,1.0,120.0,120.0,100.0,120.0,100.0,560.0
2194,23,38,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2195,41,16,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,433.4,612.1,561.0,0,1.0,140.0,120.0,120.0,140.0,60.0,580.0
2196,33,23,3,1,2,0,2,3.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,531.6,491.8,575.3,1,1.0,120.0,100.0,100.0,120.0,100.0,540.0
2197,23,29,4,1,1,9,1,,0,,0,0,0,0,0,0,0,0,1,1,1,384.7,536.9,503.1,1,1.0,100.0,100.0,80.0,80.0,40.0,400.0
2198,29,56,2,1,1,8,1,,0,,0,0,0,0,0,0,0,0,1,1,1,385.6,484.6,412.1,1,1.0,80.0,80.0,40.0,40.0,40.0,280.0
2199,29,30,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,544.0,570.2,589.2,0,1.0,160.0,120.0,120.0,160.0,60.0,620.0
2200,21,21,1,1,1,4,1,,0,,0,0,0,0,0,0,0,0,1,1,1,438.2,465.2,528.0,1,1.0,80.0,40.0,40.0,80.0,40.0,280.0
2201,31,22,4,1,1,5,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
2202,52,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,462.6,500.9,523.2,1,1.0,140.0,120.0,120.0,120.0,80.0,580.0
2203,41,40,2,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2204,21,26,2,1,1,6,1,,0,,0,0,0,0,0,0,0,0,1,1,1,469.9,487.8,501.6,1,1.0,140.0,120.0,100.0,120.0,80.0,560.0
2205,32,18,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,513.4,420.0,499.6,1,1.0,140.0,140.0,120.0,120.0,80.0,600.0
2206,42,23,2,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2207,21,22,3,1,1,5,1,,0,,0,0,0,0,0,0,0,0,1,1,1,535.3,610.0,615.5,1,1.0,120.0,140.0,140.0,120.0,80.0,600.0
2208,41,18,4,2,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,468.9,594.5,554.4,1,1.0,100.0,60.0,60.0,80.0,20.0,320.0
2209,23,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,511.5,516.4,531.4,1,1.0,140.0,120.0,100.0,120.0,40.0,520.0
2210,31,20,2,1,1,3,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2211,32,18,1,1,2,0,2,1.0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,535.6,599.5,586.2,0,1.0,160.0,200.0,160.0,200.0,80.0,800.0
2212,52,18,4,2,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,438.7,435.5,430.1,0,1.0,120.0,120.0,120.0,100.0,120.0,580.0
2213,35,19,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,429.8,514.2,539.5,0,1.0,160.0,140.0,120.0,120.0,40.0,580.0
2214,15,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,429.4,629.5,523.6,1,1.0,120.0,140.0,120.0,120.0,80.0,580.0
2215,21,18,3,1,2,0,2,1.0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,434.9,544.4,484.9,1,1.0,160.0,120.0,140.0,120.0,120.0,660.0
2216,52,17,3,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,615.1,586.3,613.0,0,1.0,120.0,140.0,120.0,120.0,100.0,600.0
2217,23,14,1,1,4,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,473.5,598.6,534.8,1,1.0,140.0,140.0,140.0,160.0,100.0,680.0
2218,15,19,3,4,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,408.3,501.7,484.9,0,1.0,120.0,120.0,80.0,120.0,60.0,500.0
2219,53,22,3,1,1,5,1,,0,,0,0,0,0,0,0,0,0,1,1,1,396.4,481.6,519.6,1,1.0,120.0,120.0,80.0,120.0,80.0,520.0
2220,31,18,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,591.8,599.7,543.5,1,1.0,140.0,200.0,180.0,160.0,200.0,880.0
2221,31,19,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,525.6,613.7,587.8,0,1.0,160.0,180.0,200.0,180.0,200.0,920.0
2222,24,26,3,1,1,8,1,,0,,0,0,0,0,0,0,0,0,1,1,1,515.4,500.6,442.9,0,1.0,140.0,160.0,160.0,140.0,80.0,680.0
2223,25,27,0,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,612.3,661.6,645.3,0,1.0,120.0,120.0,100.0,120.0,120.0,580.0
2224,27,25,1,1,1,7,1,,0,,0,0,0,0,0,0,0,0,1,1,1,429.7,545.2,489.8,1,1.0,120.0,80.0,80.0,80.0,80.0,440.0
2225,29,18,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,419.3,342.0,534.7,1,1.0,100.0,60.0,60.0,100.0,100.0,420.0
2226,50,18,3,1,3,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,383.3,566.4,502.6,1,1.0,80.0,80.0,60.0,60.0,20.0,300.0
2227,29,20,2,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,473.0,571.8,573.3,1,1.0,120.0,120.0,120.0,120.0,140.0,620.0
2228,41,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,571.9,594.5,519.9,1,1.0,100.0,120.0,120.0,120.0,20.0,480.0
2229,41,18,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2230,15,15,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,0,496.9,562.8,,0,,,,,,,
2231,26,22,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2232,15,18,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,420.9,559.3,494.0,1,1.0,120.0,120.0,120.0,120.0,100.0,580.0
2233,25,36,2,1,1,6,1,,0,,0,0,0,0,0,0,0,0,1,1,1,425.6,480.1,446.7,1,1.0,100.0,60.0,80.0,80.0,40.0,360.0
2234,31,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,457.4,552.8,556.5,1,1.0,120.0,120.0,120.0,120.0,80.0,560.0
2235,31,18,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,367.1,510.3,506.2,1,1.0,120.0,120.0,100.0,100.0,80.0,520.0
2236,15,18,3,1,3,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,520.7,576.1,577.4,0,1.0,120.0,80.0,80.0,80.0,60.0,420.0
2237,31,17,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,376.0,515.5,554.8,1,1.0,100.0,100.0,120.0,100.0,60.0,480.0
2238,35,24,1,1,4,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,448.2,556.1,494.0,0,1.0,120.0,120.0,100.0,120.0,60.0,520.0
2239,15,27,2,1,1,8,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
2240,50,19,3,1,4,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
2241,41,19,1,1,3,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,415.8,508.5,454.3,0,1.0,120.0,120.0,100.0,100.0,80.0,520.0
2242,31,22,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2243,35,31,3,1,4,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2244,50,21,1,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,430.5,560.6,512.3,0,1.0,120.0,120.0,100.0,120.0,100.0,560.0
2245,26,22,3,1,1,4,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2246,25,19,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,507.8,613.9,544.0,0,1.0,140.0,120.0,140.0,140.0,120.0,660.0
2247,35,28,2,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2248,23,17,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,552.8,500.0,388.7,1,1.0,100.0,100.0,120.0,100.0,60.0,480.0
2249,23,18,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,526.6,574.8,564.9,1,1.0,120.0,120.0,120.0,100.0,20.0,480.0
2250,33,42,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,523.0,672.7,625.1,0,1.0,160.0,100.0,140.0,160.0,100.0,660.0
2251,35,18,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,433.3,513.8,479.6,1,1.0,120.0,120.0,120.0,80.0,80.0,520.0
2252,29,17,3,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,659.3,662.7,621.7,0,1.0,160.0,160.0,160.0,140.0,120.0,740.0
2253,23,17,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,532.6,558.4,527.2,1,1.0,120.0,120.0,120.0,120.0,120.0,600.0
2254,35,40,3,1,1,9,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2255,21,41,2,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,479.4,511.2,465.1,1,1.0,120.0,120.0,120.0,120.0,80.0,560.0
2256,23,34,2,1,1,5,1,,0,,0,0,0,0,0,0,0,0,1,1,1,388.6,518.2,510.5,1,1.0,120.0,120.0,100.0,120.0,80.0,540.0
2257,23,32,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
2258,15,20,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2259,31,19,2,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,534.6,578.3,512.4,0,1.0,120.0,120.0,80.0,120.0,100.0,540.0
2260,42,16,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
2261,33,18,2,1,2,0,2,1.0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,587.6,702.0,626.4,0,1.0,120.0,140.0,140.0,120.0,160.0,680.0
2262,33,26,1,1,1,9,1,,0,,0,0,0,0,0,0,0,0,1,1,1,675.8,637.9,609.7,0,1.0,160.0,160.0,200.0,160.0,160.0,840.0
2263,23,16,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,559.8,532.5,574.3,0,1.0,120.0,120.0,120.0,120.0,140.0,620.0
2264,28,35,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
2265,12,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,512.5,470.2,466.0,1,1.0,120.0,100.0,120.0,120.0,100.0,560.0
2266,23,18,3,1,3,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,403.6,398.9,343.7,0,1.0,80.0,120.0,120.0,120.0,80.0,520.0
2267,23,18,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,456.8,532.7,568.4,1,1.0,100.0,40.0,60.0,80.0,80.0,360.0
2268,24,15,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,610.7,616.0,627.0,0,1.0,120.0,80.0,80.0,120.0,100.0,500.0
2269,33,23,3,1,1,4,1,,0,,0,0,0,0,0,0,0,0,1,1,1,429.4,588.5,567.7,0,1.0,80.0,120.0,80.0,80.0,40.0,400.0
2270,31,20,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,544.7,588.2,579.3,0,1.0,120.0,120.0,120.0,120.0,120.0,600.0
2271,35,21,3,1,4,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,510.5,488.7,450.2,0,1.0,80.0,80.0,60.0,40.0,40.0,300.0
2272,11,39,2,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,458.5,597.0,500.1,0,1.0,80.0,40.0,40.0,60.0,0.0,220.0
2273,26,24,3,1,1,7,1,,0,,0,0,0,0,0,0,0,0,1,1,1,407.7,561.2,532.9,0,1.0,160.0,160.0,120.0,140.0,40.0,620.0
2274,31,25,2,1,1,7,1,,0,,0,0,0,0,0,0,0,0,1,1,1,436.1,538.0,566.2,1,1.0,160.0,180.0,180.0,180.0,60.0,760.0
2275,21,18,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,431.7,529.0,536.9,1,1.0,100.0,100.0,120.0,80.0,80.0,480.0
2276,23,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2277,15,28,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,436.1,529.6,538.6,0,1.0,120.0,100.0,80.0,100.0,20.0,420.0
2278,28,19,3,2,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,416.8,458.6,431.5,0,1.0,80.0,80.0,80.0,80.0,60.0,380.0
2279,23,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,421.1,456.5,496.0,1,1.0,120.0,100.0,80.0,100.0,40.0,440.0
2280,35,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,450.7,510.9,515.9,1,1.0,160.0,160.0,140.0,140.0,160.0,760.0
2281,43,20,1,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,669.5,676.6,667.5,1,1.0,160.0,160.0,180.0,180.0,180.0,860.0
2282,24,26,1,1,1,7,1,,0,,0,0,0,0,0,0,0,0,1,1,1,578.0,551.9,507.3,1,1.0,100.0,80.0,80.0,100.0,100.0,460.0
2283,35,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,455.3,506.4,450.7,1,1.0,120.0,120.0,120.0,120.0,80.0,560.0
2284,33,17,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
2285,22,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,484.3,535.0,439.0,1,1.0,120.0,120.0,120.0,120.0,60.0,540.0
2286,43,34,1,1,4,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,439.9,503.3,469.8,1,1.0,80.0,80.0,80.0,80.0,20.0,340.0
2287,26,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,477.8,496.3,381.7,1,1.0,80.0,40.0,80.0,80.0,40.0,320.0
2288,31,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,387.6,560.9,,0,,,,,,,
2289,43,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2290,22,19,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2291,41,26,0,1,4,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,451.4,491.0,0.0,1,1.0,120.0,120.0,120.0,100.0,60.0,520.0
2292,28,48,2,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2293,43,26,2,1,2,0,3,3.0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
2294,31,20,0,1,1,3,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
2295,35,41,3,1,3,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
2296,43,23,1,1,4,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,418.2,478.7,526.9,0,1.0,140.0,120.0,100.0,140.0,100.0,600.0
2297,41,37,1,1,1,5,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
2298,15,19,3,2,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,487.1,506.6,457.0,1,1.0,100.0,120.0,100.0,100.0,20.0,440.0
2299,26,40,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2300,21,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,403.9,459.8,498.6,1,1.0,120.0,120.0,120.0,140.0,120.0,620.0
2301,35,24,3,1,1,6,1,,0,,0,0,0,0,0,0,0,0,1,1,1,454.9,531.7,491.5,0,1.0,100.0,80.0,80.0,80.0,20.0,360.0
2302,43,19,1,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,2,509.0,576.6,,0,,,,,,,
2303,42,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
2304,31,19,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
2305,35,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,396.9,537.8,501.6,1,1.0,120.0,80.0,80.0,100.0,40.0,420.0
2306,26,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,437.9,377.1,472.1,1,1.0,140.0,120.0,120.0,120.0,80.0,580.0
2307,35,17,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,398.5,486.1,495.6,1,1.0,100.0,60.0,60.0,80.0,40.0,340.0
2308,29,21,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,436.7,585.0,435.9,0,1.0,80.0,120.0,80.0,80.0,20.0,380.0
2309,53,20,2,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,0,567.8,607.4,,1,,,,,,,
2310,23,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
2311,31,19,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,534.4,604.6,537.5,0,1.0,120.0,140.0,140.0,120.0,80.0,600.0
2312,35,18,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,646.2,704.5,657.5,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2313,35,19,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
2314,28,23,2,1,1,4,1,,0,,0,0,0,0,0,0,0,0,1,1,1,442.4,504.2,538.3,0,1.0,120.0,100.0,80.0,100.0,60.0,460.0
